CID,BDATE,GEN
NASAW00021137,1973-10-02,Female
NASAW00021138,1952-08-22,Female
NASAW00021139,1976-03-13,Male
NASAW00021140,2002-06-12,Male
NASAW00021141,1988-03-13,Male
NASAW00021142,1960-05-29,Male
NASAW00021143,2006-09-25,Female
NASAW00021144,1980-01-03,Female
NASAW00021145,1960-02-06,Male
NASAW00021146,1980-08-08,Male
NASAW00021147,1964-05-30,Female
NASAW00021148,1990-08-22,Male
NASAW00021149,1960-09-20,Female
NASAW00021150,2004-01-09,Female
NASAW00021151,1987-01-09,Female
NASAW00021152,1996-04-01,Female
NASAW00021153,1988-11-10,Female
NASAW00021154,1976-01-25,Male
NASAW00021155,1967-11-13,Female
NASAW00021156,2006-03-15,Male
NASAW00021157,1988-01-07,Female
NASAW00021158,1985-11-30,female
NASAW00021159,1992-05-05,Female
NASAW00021160,1980-04-03,Female
NASAW00021161,1983-09-04,Male
NASAW00021162,1977-09-22,Female
NASAW00021163,1959-05-22,Male
NASAW00021164,1946-04-18,Female
NASAW00021165,1980-09-13,Male
NASAW00021166,1990-08-04,Male
NASAW00021167,2001-05-14,Male
NASAW00021168,1990-11-14,Male
NASAW00021169,1954-12-05,F
NASAW00021170,2006-04-09,Male
NASAW00021171,1952-06-20,Female
NASAW00021172,1965-08-05,Female
NASAW00021173,1971-01-27,Male
NASAW00021174,1961-07-01,Female
NASAW00021175,1945-08-04,Female
NASAW00021176,1947-01-08,Male
NASAW00021177,1993-11-16,Male
NASAW00021178,1984-03-11,Male
NASAW00021179,1988-12-19,Female
NASAW00021180,1963-10-13,Female
NASAW00021181,1950-12-10,Female
NASAW00021182,1976-09-17,Male
NASAW00021183,1946-08-24,Male
NASAW00021184,1947-11-27,Female
NASAW00021185,2006-10-13,Female
NASAW00021186,1956-07-25,Male
NASAW00021187,1963-08-30,Male
NASAW00021188,1963-10-28,Female
NASAW00021189,1957-01-29,Female
NASAW00021190,1948-06-08,Male
NASAW00021191,1945-04-03,Male
NASAW00021192,2005-01-29,Male
NASAW00021193,2002-05-25,Female
NASAW00021194,1974-09-08,Male
NASAW00021195,1984-01-02,Male
NASAW00021196,1995-04-07,male
NASAW00021197,1955-01-14,Female
NASAW00021198,1964-11-02,Female
NASAW00021199,1999-12-05,Female
NASAW00021200,2005-08-27,Male
NASAW00021201,1963-07-07,Female
NASAW00021202,1978-07-16,Female
NASAW00021203,1950-10-08,Female
NASAW00021204,1953-12-08,Female
NASAW00021205,1997-01-22,Male
NASAW00021206,2006-07-11,Female
NASAW00021207,1974-09-21,Male
NASAW00021208,1974-07-15,Male
NASAW00021209,1988-12-10,Male
NASAW00021210,1997-01-16,Male
NASAW00021211,1991-04-09,Female
NASAW00021212,1971-07-14,Female
NASAW00021213,1945-07-18,Male
NASAW00021214,2003-09-10,Female
NASAW00021215,2000-03-14,Female
NASAW00021216,1953-11-09,Male
NASAW00021217,1955-12-18,Male
NASAW00021218,1974-09-25,Male
NASAW00021219,1959-08-05,Male
NASAW00021220,1974-02-07,Male
NASAW00021221,1985-11-30,Female
NASAW00021222,1966-01-31,Female
NASAW00021223,1950-02-20,Female
NASAW00021224,1989-08-01,Male
NASAW00021225,1975-06-29,Male
NASAW00021226,1998-06-15,Male
NASAW00021227,1952-10-19,Female
NASAW00021228,1959-04-13,Female
NASAW00021229,1990-06-12,Male
NASAW00021230,1986-07-16,Male
NASAW00021231,1981-01-20,Male
NASAW00021232,1984-12-08,Male
NASAW00021233,1966-05-08,M
NASAW00021234,1992-11-16,Male
NASAW00021235,1998-03-15,Female
NASAW00021236,1951-01-18,Female
NASAW00021237,1956-10-10,Male
NASAW00021238,1978-01-05,Female
NASAW00021239,1971-06-21,Female
NASAW00021240,1998-06-30,Male
NASAW00021241,1974-03-31,Female
NASAW00021242,1995-07-23,Female
NASAW00021243,1984-12-01,Male
NASAW00021244,1954-08-07,Female
NASAW00021245,1998-02-24,Male
NASAW00021246,1946-08-24,Female
NASAW00021247,1986-12-18,Male
NASAW00021248,1984-09-01,Female
NASAW00021249,2006-04-05,Female
NASAW00021250,1945-01-19,Female
NASAW00021251,1992-08-08,Male
NASAW00021252,1954-10-13,Male
NASAW00021253,1961-04-15,Male
NASAW00021254,1963-01-27,Female
NASAW00021255,1950-06-15,male
NASAW00021256,1962-07-25,Female
NASAW00021257,2006-01-28,Male
NASAW00021258,2005-04-03,Male
NASAW00021259,1945-08-19,Female
NASAW00021260,1970-03-11,Male
NASAW00021261,1955-06-26,Female
NASAW00021262,1996-10-17,Male
NASAW00021263,1986-11-09,Female
NASAW00021264,1980-05-05,Male
NASAW00021265,1963-12-15,Female
NASAW00021266,1993-07-15,Female
NASAW00021267,1958-01-21,Female
NASAW00021268,1990-12-25,Female
NASAW00021269,1966-01-26,Female
NASAW00021270,1980-07-09,Male
NASAW00021271,1996-01-01,Male
NASAW00021272,1987-03-11,Female
NASAW00021273,2000-03-20,Female
NASAW00021274,1969-10-28,Female
NASAW00021275,1972-10-14,Male
NASAW00021276,1985-07-17,Male
NASAW00021277,1983-03-23,Female
NASAW00021278,1970-07-21,Female
NASAW00021279,1985-07-18,Male
NASAW00021280,2006-11-06,Female
NASAW00021281,1967-05-21,Male
NASAW00021282,1999-11-02,Male
NASAW00021283,1986-06-15,Female
NASAW00021284,1977-08-24,Female
NASAW00021285,1985-05-31,Male
NASAW00021286,2005-04-13,Female
NASAW00021287,2004-10-01,Male
NASAW00021288,1978-12-13,Female
NASAW00021289,1964-07-26,Male
NASAW00021290,1988-11-08,Male
NASAW00021291,1950-02-04,Male
NASAW00021292,2006-08-11,Female
NASAW00021293,1979-10-21,Male
NASAW00021294,1973-05-18,Male
NASAW00021295,1989-02-18,Male
NASAW00021296,1979-10-20,Male
NASAW00021297,1962-02-11,Female
NASAW00021298,1970-05-07,Female
NASAW00021299,1981-09-04,Female
NASAW00021300,1956-08-27,Female
NASAW00021301,2006-03-13,Male
NASAW00021302,1965-02-11,Male
NASAW00021303,2006-04-23,Female
NASAW00021304,1962-07-19,Male
NASAW00021305,1973-02-17,Female
NASAW00021306,1955-09-01,Female
NASAW00021307,1958-12-26,Male
NASAW00021308,1961-11-25,Male
NASAW00021309,1967-01-16,Female
NASAW00021310,1951-09-19,Female
NASAW00021311,1947-12-30,Female
NASAW00021312,1973-03-02,Female
NASAW00021313,1948-10-05,Male
NASAW00021314,1948-04-19,Male
NASAW00021315,1987-03-11,Male
NASAW00021316,1982-07-06,Female
NASAW00021317,1977-05-04,Female
NASAW00021318,1980-02-19,Male
NASAW00021319,1954-09-02,Male
NASAW00021320,2004-06-14,Male
NASAW00021321,1987-11-07,Male
NASAW00021322,1982-07-18,Female
NASAW00021323,2029-12-31,Male
NASAW00021324,1960-02-25,Male
NASAW00021325,2003-11-15,Male
NASAW00021326,1977-09-19,Female
NASAW00021327,1982-08-12,Female
NASAW00021328,1967-04-13,Female
NASAW00021329,1978-04-14,Female
NASAW00021330,1997-02-03,Male
NASAW00021331,1981-08-05,Female
NASAW00021332,1983-06-18,F
NASAW00021333,1988-09-19,Female
NASAW00021334,1964-05-31,Male
NASAW00021335,1988-10-17,Male
NASAW00021336,1996-09-22,Male
NASAW00021337,1968-08-01,Female
NASAW00021338,1948-03-04,Female
NASAW00021339,1966-11-28,Female
NASAW00021340,2004-04-10,Male
NASAW00021341,1983-01-18,Male
NASAW00021342,1961-06-26,Male
NASAW00021343,1958-06-06,Female
NASAW00021344,1978-08-08,Male
NASAW00021345,1980-12-03,Male
NASAW00021346,1983-09-23,Female
NASAW00021347,1947-02-18,Male
NASAW00021348,1975-07-29,Male
NASAW00021349,1948-06-21,Male
NASAW00021350,1967-09-08,Male
NASAW00021351,1986-01-04,Female
NASAW00021352,1959-09-05,Female
NASAW00021353,1961-05-11,Male
NASAW00021354,2006-07-14,Male
NASAW00021355,1997-10-08,Male
NASAW00021356,1998-06-30,Female
NASAW00021357,2003-03-17,Male
NASAW00021358,1945-03-22,Male
NASAW00021359,1947-03-27,Male
NASAW00021360,1960-07-20,Male
NASAW00021361,1949-12-29,Male
NASAW00021362,1958-01-14,Female
NASAW00021363,1984-11-16,Male
NASAW00021364,1985-09-25,Female
NASAW00021365,1970-09-01,Female
NASAW00021366,1989-01-18,Female
NASAW00021367,1959-12-10,Male
NASAW00021368,1950-07-30,Male
NASAW00021369,1959-03-31,Male
NASAW00021370,1952-02-07,Male
NASAW00021371,1982-10-22,Male
NASAW00021372,1971-02-13,Female
NASAW00021373,1977-10-22,Female
NASAW00021374,1957-04-28,Female
NASAW00021375,1989-01-21,Female
NASAW00021376,1946-09-30,Female
NASAW00021377,1984-06-21,Female
NASAW00021378,1975-09-28,Female
NASAW00021379,1964-07-07,Female
NASAW00021380,1967-06-26,Female
NASAW00021381,1946-04-07,Female
NASAW00021382,1982-05-17,Female
NASAW00021383,1986-02-07,Male
NASAW00021384,1983-12-08,Female
NASAW00021385,1958-09-28,Male
NASAW00021386,1980-10-14,Male
NASAW00021387,1990-12-29,Male
NASAW00021388,1980-12-24,Male
NASAW00021389,2002-10-08,Female
NASAW00021390,1955-09-22,Male
NASAW00021391,1975-08-25,Female
NASAW00021392,1951-09-09,Female
NASAW00021393,1947-12-27,Female
NASAW00021394,1993-09-10,Male
NASAW00021395,1951-08-31,Female
NASAW00021396,1978-11-30,Female
NASAW00021397,1996-10-14,Male
NASAW00021398,1957-12-13,Male
NASAW00021399,1956-01-21,Female
NASAW00021400,1956-12-24,Female
NASAW00021401,1966-05-17,Female
NASAW00021402,1952-06-19,Male
NASAW00021403,1952-08-08,Male
NASAW00021404,2000-05-03,Female
NASAW00021405,1994-11-24,F
NASAW00021406,1945-04-01,Male
NASAW00021407,1987-04-13,male
NASAW00021408,2006-06-21,Male
NASAW00021409,1977-12-05,Female
NASAW00021410,1986-12-05,Male
NASAW00021411,1987-04-14,Male
NASAW00021412,1970-07-27,Female
NASAW00021413,1994-02-28,Female
NASAW00021414,1998-07-27,Male
NASAW00021415,2003-02-23,Female
NASAW00021416,1952-06-20,Female
NASAW00021417,1951-01-17,Male
NASAW00021418,1949-08-07,Male
NASAW00021419,1954-07-10,Female
NASAW00021420,1947-07-10,Male
NASAW00021421,1978-05-25,Female
NASAW00021422,2004-09-02,Female
NASAW00021423,1959-09-01,Male
NASAW00021424,2006-03-31,Male
NASAW00021425,1952-05-07,female
NASAW00021426,1960-06-11,Female
NASAW00021427,1977-09-13,Female
NASAW00021428,1969-02-19,Female
NASAW00021429,2002-06-02,Female
NASAW00021430,1973-10-29,Female
NASAW00021431,1972-09-28,Male
NASAW00021432,1976-02-03,Female
NASAW00021433,2005-01-06,Male
NASAW00021434,1970-03-28,Female
NASAW00021435,1955-02-20,Male
NASAW00021436,1984-07-19,Female
NASAW00021437,1953-05-03,Male
NASAW00021438,1966-05-21,Male
NASAW00021439,1984-11-05,Female
NASAW00021440,1996-06-12,Female
NASAW00021441,1979-01-12,Female
NASAW00021442,1945-06-07,Female
NASAW00021443,1975-10-26,Male
NASAW00021444,1986-01-27,Male
NASAW00021445,1977-08-01,Female
NASAW00021446,1991-04-25,Female
NASAW00021447,1969-06-25,Male
NASAW00021448,1991-04-02,Female
NASAW00021449,1990-02-26,Female
NASAW00021450,1949-01-18,Female
NASAW00021451,1967-12-03,Male
NASAW00021452,1995-09-07,Female
NASAW00021453,1963-10-05,Female
NASAW00021454,1966-11-05,Female
NASAW00021455,1998-01-14,Male
NASAW00021456,1953-02-14,Male
NASAW00021457,1991-06-25,Male
NASAW00021458,1992-12-05,Female
NASAW00021459,1990-11-27,Female
NASAW00021460,1998-07-06,Male
NASAW00021461,1951-11-08,Female
NASAW00021462,1955-07-27,Male
NASAW00021463,1949-09-11,Female
NASAW00021464,1962-10-25,Male
NASAW00021465,1948-07-30,Male
NASAW00021466,2003-11-29,Female
NASAW00021467,1958-11-23,Female
NASAW00021468,2004-06-15,Male
NASAW00021469,1975-01-19,Female
NASAW00021470,1994-01-16,Female
NASAW00021471,1994-03-03,Male
NASAW00021472,1950-10-06,Female
NASAW00021473,1987-03-18,Female
NASAW00021474,1999-08-16,Female
NASAW00021475,1985-02-02,Male
NASAW00021476,1971-06-10,Male
NASAW00021477,1985-11-18,Female
NASAW00021478,1994-02-18,Female
NASAW00021479,1961-03-04,Female
NASAW00021480,1952-01-18,Female
NASAW00021481,1975-02-21,Female
NASAW00021482,1975-11-16,Male
NASAW00021483,1983-01-09,Female
NASAW00021484,2000-08-05,Female
NASAW00021485,1997-11-26,Female
NASAW00021486,1987-03-23,Female
NASAW00021487,1974-07-21,Female
NASAW00021488,1971-06-17,Male
NASAW00021489,1969-11-28,male
NASAW00021490,1957-03-21,Male
NASAW00021491,1982-04-26,Male
NASAW00021492,1974-06-15,Female
NASAW00021493,1961-04-30,Female
NASAW00021494,2004-07-11,Male
NASAW00021495,1967-07-15,Male
NASAW00021496,1991-04-16,Male
NASAW00021497,1958-09-29,Female
NASAW00021498,1971-06-07,Male
NASAW00021499,1982-11-08,Female
NASAW00021500,1981-07-11,Male
NASAW00021501,1977-04-24,Female
NASAW00021502,1957-03-18,Male
NASAW00021503,1950-07-28,Female
NASAW00021504,1947-07-14,Female
NASAW00021505,2000-01-09,Male
NASAW00021506,1973-05-11,Male
NASAW00021507,1978-12-25,female
NASAW00021508,1956-09-17,Female
NASAW00021509,1966-08-25,Male
NASAW00021510,1984-06-22,Male
NASAW00021511,2003-05-14,Female
NASAW00021512,1951-01-18,Male
NASAW00021513,1970-07-03,Female
NASAW00021514,1982-07-15,Male
NASAW00021515,1954-06-08,Male
NASAW00021516,1963-10-25,Male
NASAW00021517,1989-02-05,Male
NASAW00021518,1995-01-10,Male
NASAW00021519,1980-06-12,Female
NASAW00021520,1971-10-23,Female
NASAW00021521,1991-01-29,Male
NASAW00021522,1976-09-23,Female
NASAW00021523,1952-03-03,Male
NASAW00021524,1959-10-29,Male
NASAW00021525,1975-05-18,Male
NASAW00021526,2004-06-17,Female
NASAW00021527,1983-10-30,Female
NASAW00021528,2000-01-14,Female
NASAW00021529,1960-10-03,Male
NASAW00021530,1992-10-13,Female
NASAW00021531,1948-03-25,Male
NASAW00021532,1966-10-05,Male
NASAW00021533,2005-07-07,Female
NASAW00021534,1953-03-07,Male
NASAW00021535,1963-10-22,Male
NASAW00021536,1963-08-30,Female
NASAW00021537,1991-12-02,Female
NASAW00021538,1956-05-17,Female
NASAW00021539,1993-11-28,Female
NASAW00021540,1993-08-03,Female
NASAW00021541,1961-09-13,Female
NASAW00021542,1978-12-23,Male
NASAW00021543,1958-06-02,F
NASAW00021544,1985-04-08,Female
NASAW00021545,1984-04-06,Male
NASAW00021546,1981-06-27,Male
NASAW00021547,1964-11-27,Female
NASAW00021548,2002-02-11,Female
NASAW00021549,1966-10-11,Female
NASAW00021550,1960-07-25,Male
NASAW00021551,1985-08-20,Male
NASAW00021552,1950-01-07,Male
NASAW00021553,1975-06-22,Female
NASAW00021554,1964-08-03,Male
NASAW00021555,1986-06-23,Male
NASAW00021556,1960-04-09,Female
NASAW00021557,1947-01-13,Male
NASAW00021558,1967-11-03,Male
NASAW00021559,1974-09-14,Female
NASAW00021560,1981-10-31,Male
NASAW00021561,1996-12-06,Female
NASAW00021562,2003-04-01,Male
NASAW00021563,1954-05-01,Male
NASAW00021564,1977-04-09,Female
NASAW00021565,2002-03-16,Female
NASAW00021566,1980-11-11,Female
NASAW00021567,1965-11-21,Female
NASAW00021568,1979-02-07,Female
NASAW00021569,1969-12-28,Female
NASAW00021570,2005-03-18,Male
NASAW00021571,1963-08-05,Male
NASAW00021572,2000-12-12,Male
NASAW00021573,1970-06-06,Female
NASAW00021574,1976-08-08,Female
NASAW00021575,1947-08-09,
NASAW00021576,1982-12-21,Male
NASAW00021577,2005-10-09,Female
NASAW00021578,1997-04-11,Female
NASAW00021579,1959-04-29,Male
NASAW00021580,1988-10-19,Female
NASAW00021581,1963-07-06,Male
NASAW00021582,1949-03-27,Male
NASAW00021583,1996-09-01,Male
NASAW00021584,1966-08-26,Female
NASAW00021585,1953-03-05,Female
NASAW00021586,1957-11-25,Male
NASAW00021587,1976-12-04,Male
NASAW00021588,1973-10-02,Male
NASAW00021589,1948-06-05,Male
NASAW00021590,1955-06-30,Male
NASAW00021591,1963-07-19,Male
NASAW00021592,1974-04-03,Male
NASAW00021593,1956-08-07,Female
NASAW00021594,1989-01-19,Female
NASAW00021595,1951-05-12,Female
NASAW00021596,1977-10-27,Female
NASAW00021597,1986-07-06,Female
NASAW00021598,1976-09-16,Female
NASAW00021599,1995-12-28,Female
NASAW00021600,1978-01-01,M
NASAW00021601,1974-02-01,Male
NASAW00021602,2006-10-03,Male
NASAW00021603,1995-07-11,Male
NASAW00021604,1984-10-02,Female
NASAW00021605,1970-09-06,Male
NASAW00021606,2001-01-02,Male
NASAW00021607,2006-11-16,Female
NASAW00021608,1957-11-13,Male
NASAW00021609,1985-08-27,Male
NASAW00021610,1951-09-01,Female
NASAW00021611,1953-08-21,Male
NASAW00021612,1953-04-21,Female
NASAW00021613,1989-02-02,Female
NASAW00021614,1973-09-05,Male
NASAW00021615,1948-08-15,Male
NASAW00021616,1987-06-28,Female
NASAW00021617,1986-07-24,Male
NASAW00021618,1971-12-07,Male
NASAW00021619,1977-07-06,Male
NASAW00021620,1960-06-17,Male
NASAW00021621,1960-02-14,Female
NASAW00021622,1970-08-20,female
NASAW00021623,1960-07-05,Female
NASAW00021624,1965-12-15,Male
NASAW00021625,1996-08-31,Male
NASAW00021626,1952-12-11,Male
NASAW00021627,1977-06-14,Male
NASAW00021628,1976-09-21,Female
NASAW00021629,1997-04-21,Male
NASAW00021630,1970-04-30,Female
NASAW00021631,1999-07-12,Male
NASAW00021632,1957-03-25,Male
NASAW00021633,1958-10-21,Female
NASAW00021634,1945-09-25,Male
NASAW00021635,1955-03-20,Female
NASAW00021636,1965-12-04,Female
NASAW00021637,1987-06-08,Male
NASAW00021638,1998-11-26,Female
NASAW00021639,1960-10-12,Female
NASAW00021640,1994-01-23,Male
NASAW00021641,1989-04-13,Male
NASAW00021642,1955-05-29,Male
NASAW00021643,1947-04-30,Male
NASAW00021644,1963-04-15,Male
NASAW00021645,1948-07-16,Female
NASAW00021646,1995-04-14,male
NASAW00021647,1992-02-28,Male
NASAW00021648,1994-11-20,Male
NASAW00021649,1996-11-21,Female
NASAW00021650,1972-02-05,Male
NASAW00021651,1961-11-21,Male
NASAW00021652,2005-08-28,Male
NASAW00021653,1991-01-14,Male
NASAW00021654,1962-03-30,Male
NASAW00021655,1953-06-11,Male
NASAW00021656,1965-12-13,Female
NASAW00021657,1988-11-16,Female
NASAW00021658,1951-03-18,Male
NASAW00021659,1946-01-07,Male
NASAW00021660,2006-12-22,Male
NASAW00021661,2000-06-24,Female
NASAW00021662,1971-01-26,
NASAW00021663,1947-09-16,Male
NASAW00021664,1959-04-04,Female
NASAW00021665,1969-06-11,Female
NASAW00021666,1998-02-24,Male
NASAW00021667,1989-03-28,Female
NASAW00021668,1980-01-25,Female
NASAW00021669,1985-09-17,Male
NASAW00021670,1977-02-16,Female
NASAW00021671,1958-08-22,Female
NASAW00021672,1963-10-01,Male
NASAW00021673,1962-07-28,Male
NASAW00021674,1953-04-30,Male
NASAW00021675,1973-04-20,Female
NASAW00021676,1947-10-13,Female
NASAW00021677,1963-06-18,Female
NASAW00021678,1986-06-02,M
NASAW00021679,1998-04-10,Female
NASAW00021680,1998-07-30,Female
NASAW00021681,1980-08-20,Male
NASAW00021682,1957-04-14,Male
NASAW00021683,1964-07-29,Male
NASAW00021684,1947-08-18,Female
NASAW00021685,1991-11-30,Male
NASAW00021686,1997-01-13,Male
NASAW00021687,1969-08-12,Female
NASAW00021688,1962-10-03,Male
NASAW00021689,1971-10-04,Male
NASAW00021690,1981-06-12,Female
NASAW00021691,1971-04-21,Male
NASAW00021692,2000-11-24,Male
NASAW00021693,1966-11-02,Male
NASAW00021694,1996-11-01,Male
NASAW00021695,1992-01-25,Female
NASAW00021696,1993-08-08,Male
NASAW00021697,2006-07-15,Female
NASAW00021698,1969-08-12,Male
NASAW00021699,1963-12-25,Male
NASAW00021700,1996-09-07,Male
NASAW00021701,1964-04-08,Male
NASAW00021702,1966-02-07,Male
NASAW00021703,1994-02-23,Male
NASAW00021704,1980-07-24,Male
NASAW00021705,1958-01-16,Male
NASAW00021706,1947-12-03,Male
NASAW00021707,1981-11-22,Female
NASAW00021708,1991-07-21,Female
NASAW00021709,1969-07-15,Female
NASAW00021710,1968-11-04,Male
NASAW00021711,1989-01-22,Male
NASAW00021712,1948-06-18,Male
NASAW00021713,1986-01-13,Male
NASAW00021714,1996-08-05,Female
NASAW00021715,1948-05-07,Female
NASAW00021716,1991-01-22,Male
NASAW00021717,1954-12-14,Female
NASAW00021718,1967-09-15,Female
NASAW00021719,1984-06-03,Male
NASAW00021720,1972-12-15,Female
NASAW00021721,1951-02-21,Female
NASAW00021722,1955-08-12,Female
NASAW00021723,1947-10-15,Female
NASAW00021724,1951-10-31,Male
NASAW00021725,1980-11-09,Male
NASAW00021726,1974-11-11,Female
NASAW00021727,1979-01-04,Female
NASAW00021728,1960-09-28,Male
NASAW00021729,1979-01-27,Female
NASAW00021730,1965-10-07,Male
NASAW00021731,1968-12-12,Male
NASAW00021732,1971-01-09,Female
NASAW00021733,2001-09-09,Female
NASAW00021734,1975-04-28,Female
NASAW00021735,2005-07-09,Female
NASAW00021736,1947-07-29,Male
NASAW00021737,1952-09-26,Female
NASAW00021738,2002-09-26,Male
NASAW00021739,1989-07-19,Male
NASAW00021740,1991-11-22,Female
NASAW00021741,1968-12-16,Male
NASAW00021742,2003-06-18,Female
NASAW00021743,1963-08-19,Male
NASAW00021744,1993-01-02,Male
NASAW00021745,1997-02-12,Female
NASAW00021746,1946-12-05,Male
NASAW00021747,1968-03-16,female
NASAW00021748,1999-03-29,Female
NASAW00021749,2006-04-10,Female
NASAW00021750,1947-12-23,Male
NASAW00021751,1961-12-15,Female
NASAW00021752,1946-09-24,Female
NASAW00021753,1995-06-02,Female
NASAW00021754,1986-07-29,female
NASAW00021755,1982-09-05,Female
NASAW00021756,1996-03-05,Female
NASAW00021757,1956-02-19,Male
NASAW00021758,1998-04-14,Female
NASAW00021759,1970-07-30,Female
NASAW00021760,1983-05-18,Female
NASAW00021761,1957-05-26,Female
NASAW00021762,1976-09-25,Male
NASAW00021763,1987-08-02,Male
NASAW00021764,1946-01-28,Male
NASAW00021765,2003-03-03,Male
NASAW00021766,1969-04-21,Female
NASAW00021767,1973-08-12,Male
NASAW00021768,1973-01-31,Female
NASAW00021769,1964-02-05,Male
NASAW00021770,1982-11-29,Female
NASAW00021771,1953-03-05,Male
NASAW00021772,1949-10-04,Male
NASAW00021773,1986-09-24,Male
NASAW00021774,1956-04-03,Female
NASAW00021775,2002-01-30,Female
NASAW00021776,1981-05-04,Male
NASAW00021777,1948-09-03,Female
NASAW00021778,1995-03-11,Female
NASAW00021779,1960-08-02,Male
NASAW00021780,1973-02-11,Male
NASAW00021781,1993-08-11,Male
NASAW00021782,1988-05-14,Female
NASAW00021783,1977-03-24,Female
NASAW00021784,1996-06-23,Male
NASAW00021785,2004-03-03,Male
NASAW00021786,1982-03-12,Female
NASAW00021787,1969-07-29,Female
NASAW00021788,1953-08-08,Female
NASAW00021789,1991-06-11,Male
NASAW00021790,1992-01-27,Female
NASAW00021791,1948-05-14,Female
NASAW00021792,1951-07-20,Male
NASAW00021793,1988-10-01,Male
NASAW00021794,1955-05-29,Male
NASAW00021795,1951-10-29,Female
NASAW00021796,1968-02-17,Male
NASAW00021797,1954-04-01,Male
NASAW00021798,1950-06-01,Female
NASAW00021799,1977-08-03,Male
NASAW00021800,1972-02-04,Female
NASAW00021801,1964-02-06,Female
NASAW00021802,1961-07-29,Female
NASAW00021803,1971-03-27,Female
NASAW00021804,1986-02-18,F
NASAW00021805,1995-04-09,Male
NASAW00021806,2001-09-30,Male
NASAW00021807,1960-06-26,Male
NASAW00021808,1959-01-26,Male
NASAW00021809,1994-05-26,Male
NASAW00021810,1981-06-10,Male
NASAW00021811,2000-02-18,Female
NASAW00021812,1981-12-16,Male
NASAW00021813,1993-07-20,Male
NASAW00021814,1994-04-13,Female
