order_number,product_number,customer_id,order_date,ship_date,due_date,sales_amount,quantity,price
GO69092,DA-GR-MOZZ-6PK,11881,2022-08-02,2022-08-03,2022-08-09,193.5,5,38.7
GO69093,FR-FO-FROZ-1L,18904,2022-06-03,2022-06-05,2022-06-15,88.12,1,88.12
GO69094,HH-CH-PAPE-6PK,28717,2022-06-15,2022-06-21,2022-06-28,13.3,1,13.3
GO69095,PN-PC-BASM-2L,15757,2021-08-30,2021-09-05,2021-09-05,281.16,4,70.29
GO69096,PN-CL-SPAG-1KG,15697,2020-03-31,2020-04-04,2020-04-07,46.92,1,46.92
GO69097,HH-PC-PAPE-2L,27356,2020-12-02,2020-12-06,2020-12-07,111.2,1,111.2
GO69098,BV-DR-SPAR-6PK,21562,2020-08-19,2020-08-25,2020-08-26,79.32,3,26.44
GO69099,BV-CL-SPRI-FAMILY,13083,2020-02-21,2020-02-23,2020-03-03,46.8,3,15.6
GO69100,BK-CL-BURG-500G,17497,2025-01-28,2025-02-04,2025-02-11,139.22,2,69.61
GO69101,DA-CL-SOUR-EA,12901,2020-08-31,2020-09-05,2020-09-14,77.52,3,25.84
GO69102,BK-FO-BURG-1KG,28891,2025-11-20,2025-11-21,2025-11-27,29.4,3,9.8
GO69103,PN-FO-OLIV-250G,27701,2021-06-09,2021-06-14,2021-06-14,204.2,2,102.1
GO69104,PN-FO-TOMA-2L,13487,2020-09-28,2020-10-03,2020-10-04,141.68,4,35.42
GO69105,BV-FO-ORAN-1L,19335,2022-12-30,2023-01-06,2023-01-09,28.51,1,28.51
GO69106,PN-CH-TUNA-500G,16248,2021-10-20,2021-10-25,2021-10-25,40.49,1,40.49
GO69107,PR-FO-BROC-2L,25478,2020-06-20,2020-06-23,2020-07-03,266.94,6,44.49
GO69108,SN-GR-MIXE-12PK,27933,2021-09-25,2021-09-28,2021-10-01,55.83,1,55.83
GO69109,HB-CH-BODY-EA,25991,2024-08-12,2024-08-19,2024-08-18,51.52,2,25.76
GO69110,BV-DR-SPAR-1L,12353,2023-07-12,2023-07-18,2023-07-23,425.44,4,106.36
GO69111,FR-DR-FROZ-2L,23566,2021-08-17,2021-08-23,2021-08-27,425.34,6,70.89
GO69112,HH-DR-SURF-1KG,11425,2021-12-07,2021-12-11,2021-12-15,96.58,2,48.29
GO69113,SN-GR-POPC-2L,26308,2023-09-26,2023-10-01,2023-10-09,741.0,12,61.75
GO69114,PN-PC-TUNA-12PK,11587,2024-08-27,2024-08-29,2024-09-07,220.16,4,55.04
GO69115,DA-FO-CREA-1KG,17566,2025-09-18,2025-09-25,2025-09-30,4.98,1,4.98
GO69116,PR-CH-ORAN-500G,20394,2021-12-07,2021-12-10,2021-12-20,265.56,3,88.52
GO69117,PR-CH-BROC-250G,19315,2024-05-15,2024-05-20,2024-05-24,402.2,5,80.44
GO69118,MT-FO-LAMB-EA,27501,2022-04-27,2022-05-04,2022-05-05,258.3,5,51.66
GO69119,PN-CL-BASM-XL,25226,2025-03-19,2025-03-20,2025-03-24,144.84,2,72.42
GO69120,HH-PC-SURF-6PK,27217,2021-05-05,2021-05-09,2021-05-11,266.28,6,44.38
GO69121,DA-PC-CREA-6PK,18535,2024-05-24,2024-05-26,2024-05-31,87.72,4,21.93
GO69122,FR-GR-FISH-12PK,28696,2024-08-03,2024-08-09,2024-08-17,112.76,2,56.38
GO69123,BK-FO-BAGE-1L,17495,2024-06-18,2024-06-21,2024-06-25,49.42,2,24.71
GO69124,BV-PC-COLA-1L,13556,2021-02-18,2021-02-23,2021-03-01,13.75,1,13.75
GO69125,PN-CL-BAKE-12PK,21230,2024-10-22,2024-10-29,2024-10-31,962.5,10,96.25
GO69126,HH-CH-TOIL-12PK,13643,2026-02-22,2026-02-28,2026-03-04,228.48,2,114.24
GO69127,DA-PC-BUTT-XL,26751,2025-03-11,2025-03-13,2025-03-25,43.51,1,43.51
GO69128,DA-FO-CREA-12PK,22570,2025-01-31,2025-02-05,2025-02-09,72.44,2,36.22
GO69129,PR-FO-AVOC-1L,13915,2025-09-24,2025-10-01,2025-09-30,567.35,5,113.47
GO69130,BV-PC-SPAR-6PK,21938,2020-02-15,2020-02-21,2020-02-29,309.65,5,61.93
GO69131,HH-DR-SURF-1KG,18790,2023-07-30,2023-08-05,2023-08-04,94.96,2,47.48
GO69132,PN-CH-SUGA-2L,18352,2021-08-28,2021-09-01,2021-09-08,5.25,1,5.25
GO69133,SN-GR-POTA-1L,26359,2021-06-24,2021-07-01,2021-07-06,100.4,2,50.2
GO69134,PN-PC-TUNA-FAMILY,20444,2024-02-17,2024-02-22,2024-02-27,41.25,5,8.25
GO69135,PN-CL-BASM-XL,29218,2023-04-02,2023-04-07,2023-04-08,63.68,1,63.68
GO69136,HH-CL-DISH-1KG,20552,2024-03-27,2024-04-03,2024-04-05,297.75,3,99.25
GO69137,SN-PC-COOK-1KG,20299,2021-04-27,2021-05-01,2021-05-10,96.2,1,96.2
GO69138,PR-CL-BANA-1L,13511,2026-03-27,2026-04-02,2026-04-09,259.0,4,64.75
GO69139,PR-CL-TOMA-2L,26052,2026-05-25,2026-05-28,2026-06-03,173.84,2,86.92
GO69140,HH-CL-LAUN-6PK,26088,2024-06-20,2024-06-23,2024-07-02,527.1,5,105.42
GO69141,MT-DR-PORK-12PK,21690,2024-01-04,2024-01-11,2024-01-18,147.12,3,49.04
GO69142,DA-CL-MOZZ-6PK,24051,2025-01-15,2025-01-16,2025-01-23,217.7,10,21.77
GO69143,BV-GR-ORAN-2L,19676,2025-08-01,2025-08-06,2025-08-14,179.16,2,89.58
GO69144,MT-GR-CHIC-2L,27951,2024-04-03,2024-04-05,2024-04-10,131.56,2,65.78
GO69145,HB-GR-HAND-EA,13228,2021-07-04,2021-07-06,2021-07-11,47.21,1,47.21
GO69146,MT-FO-LAMB-2L,15623,2025-05-31,2025-06-06,2025-06-11,254.4,4,63.6
GO69147,BV-PC-GREE-EA,18412,2025-12-13,2025-12-18,2025-12-26,12.3,10,1.23
GO69148,PN-FO-OLIV-XL,26338,2021-10-19,2021-10-22,2021-11-01,315.96,6,52.66
GO69149,BK-GR-BAGE-1L,26666,2024-10-17,2024-10-19,2024-10-23,135.27,1,135.27
GO69150,FR-GR-FISH-12PK,21223,2020-03-06,2020-03-13,2020-03-17,509.2,10,50.92
GO69151,BK-CH-CHOC-FAMILY,17574,2023-10-21,2023-10-28,2023-11-02,310.0,4,77.5
GO69152,SN-DR-POTA-EA,11332,2020-06-24,2020-06-30,2020-07-05,567.2,5,113.44
GO69153,MT-CL-PORK-1KG,15711,2025-04-15,2025-04-22,2025-04-27,461.72,4,115.43
GO69154,PN-GR-TOMA-FAMILY,23570,2021-12-27,2021-12-28,2022-01-07,24.01,1,24.01
GO69155,SN-GR-MIXE-EA,15137,2024-08-14,2024-08-17,2024-08-27,80.84,2,40.42
GO69156,PR-PC-POTA-1L,17182,2023-09-22,2023-09-24,2023-10-05,129.16,4,32.29
GO69157,BK-GR-CHOC-2L,24021,2024-10-11,2024-10-14,2024-10-22,103.24,4,25.81
GO69158,BV-CH-INST-FAMILY,14665,2023-08-19,2023-08-22,2023-09-02,81.13,1,81.13
GO69159,HB-DR-PAIN-2L,13867,2023-04-27,2023-04-30,2023-05-05,119.02,2,59.51
GO69160,MT-DR-SAUS-250G,24417,2021-05-20,2021-05-21,2021-05-31,250.98,3,83.66
GO69161,HH-FO-TOIL-XL,11422,2020-12-08,2020-12-15,2020-12-19,337.16,4,84.29
GO69162,HH-PC-SURF-6PK,11896,2023-05-19,2023-05-26,2023-05-28,215.85,5,43.17
GO69163,PN-FO-SUGA-2L,19398,2024-11-19,2024-11-25,2024-12-01,109.85,1,109.85
GO69164,MT-CL-PRAW-250G,29254,2023-03-31,2023-04-02,2023-04-13,369.96,4,92.49
GO69165,DA-PC-BUTT-250G,21740,2022-01-31,2022-02-05,2022-02-05,466.8,10,46.68
GO69166,HB-CL-HAND-1L,12784,2023-11-20,2023-11-21,2023-11-25,469.84,4,117.46
GO69167,PN-CL-FLOU-6PK,11659,2021-02-12,2021-02-18,2021-02-21,65.26,2,32.63
GO69168,PR-PC-ORAN-XL,15357,2024-10-19,2024-10-25,2024-10-28,1487.76,12,123.98
GO69169,HH-CL-LAUN-EA,15990,2021-01-27,2021-01-30,2021-02-01,143.68,2,71.84
GO69170,PN-CH-TUNA-500G,20796,2021-04-23,2021-04-29,2021-05-04,124.08,3,41.36
GO69171,BV-DR-SPRI-2L,21352,2025-06-25,2025-07-01,2025-07-02,7.78,1,7.78
GO69172,PR-CH-POTA-1L,13603,2024-04-27,2024-04-30,2024-05-10,58.65,1,58.65
GO69173,SN-PC-COOK-1KG,21336,2021-04-10,2021-04-12,2021-04-15,155.34,2,77.67
GO69174,FR-GR-FROZ-6PK,22613,2024-01-02,2024-01-07,2024-01-13,120.5,2,60.25
GO69175,HB-PC-NAPP-250G,21038,2024-02-15,2024-02-18,2024-02-25,130.35,5,26.07
GO69176,FR-GR-ICEC-1KG,13320,2021-05-24,2021-05-26,2021-05-29,37.16,1,37.16
GO69177,HB-FO-HAND-6PK,15124,2021-04-13,2021-04-19,2021-04-21,606.0,5,121.2
GO69178,DA-GR-BUTT-1KG,28555,2026-05-28,2026-06-03,2026-06-06,258.46,2,129.23
GO69179,PR-PC-BROC-500G,20488,2020-08-18,2020-08-19,2020-09-01,87.12,1,87.12
GO69180,BK-CH-WHIT-12PK,22270,2022-09-22,2022-09-26,2022-09-28,156.18,3,52.06
GO69181,DA-GR-CHED-12PK,23078,2024-09-30,2024-10-01,2024-10-07,4.35,1,4.35
GO69182,BV-GR-GREE-FAMILY,14352,2021-12-28,2022-01-02,2022-01-06,1.78,2,0.89
GO69183,PR-DR-SPIN-EA,25853,2023-06-19,2023-06-24,2023-06-28,32.38,1,32.38
GO69184,HB-CL-HAND-FAMILY,12218,2021-08-28,2021-09-02,2021-09-07,15.08,2,7.54
GO69185,BV-CL-SPAR-1L,12086,2020-01-22,2020-01-25,2020-01-27,5.69,1,5.69
GO69186,HB-FO-HAND-6PK,17030,2020-04-09,2020-04-12,2020-04-19,116.29,1,116.29
GO69187,HH-PC-LAUN-250G,21831,2022-09-24,2022-09-26,2022-10-08,84.12,2,42.06
GO69188,DA-FO-SOUR-250G,24341,2025-01-11,2025-01-15,2025-01-21,30.99,1,30.99
GO69189,SN-PC-COOK-1KG,22214,2023-09-16,2023-09-20,2023-09-24,98.49,1,98.49
GO69190,PR-CH-POTA-250G,15492,2020-03-19,2020-03-23,2020-03-25,278.45,5,55.69
GO69191,SN-DR-MIXE-EA,12461,2023-08-12,2023-08-13,2023-08-26,89.75,1,89.75
GO69192,BK-FO-CHOC-12PK,16627,2023-01-16,2023-01-23,2023-01-26,384.6,4,96.15
GO69193,BV-PC-SPAR-6PK,22198,2025-05-30,2025-06-05,2025-06-11,279.72,4,69.93
GO69194,PN-FO-OLIV-250G,11177,2020-04-21,2020-04-22,2020-05-05,104.72,1,104.72
GO69195,FR-CL-FROZ-FAMILY,22364,2024-05-25,2024-05-27,2024-06-07,394.9,5,78.98
GO69196,HB-FO-BODY-12PK,20330,2020-04-24,2020-04-29,2020-05-04,182.91,3,60.97
GO69197,BK-CH-WHIT-1L,21245,2020-02-23,2020-02-24,2020-03-02,42.82,2,21.41
GO69198,PR-CL-TOMA-2L,15519,2024-09-17,2024-09-21,2024-10-01,101.52,1,101.52
GO69199,PR-CH-ORAN-500G,27232,2024-04-19,2024-04-25,2024-04-26,87.22,1,87.22
GO69200,DA-PC-BUTT-250G,12927,2025-09-20,2025-09-23,2025-10-01,265.68,6,44.28
GO69201,BV-CL-GREE-FAMILY,13536,2024-09-16,2024-09-18,2024-09-27,5.57,1,5.57
GO69202,SN-CH-COOK-250G,12691,2022-06-25,2022-06-27,2022-06-30,17.96,2,8.98
GO69203,HH-GR-PAPE-250G,18207,2024-04-21,2024-04-25,2024-04-27,376.0,5,75.2
GO69204,PN-CL-BASM-1KG,24410,2020-09-15,2020-09-16,2020-09-26,769.3,10,76.93
GO69205,BK-PC-BAGE-XL,24330,2022-07-11,2022-07-13,2022-07-17,82.92,2,41.46
GO69206,FR-PC-FROZ-1L,20641,2020-10-27,2020-11-02,2020-11-09,1276.44,12,106.37
GO69207,FR-CH-FROZ-250G,26540,2020-03-08,2020-03-14,2020-03-18,260.52,4,65.13
GO69208,HH-FO-PAPE-250G,18591,2022-07-10,2022-07-16,2022-07-16,114.45,3,38.15
GO69209,PR-PC-BROC-500G,18206,2020-05-10,2020-05-13,2020-05-20,248.46,3,82.82
GO69210,PN-FO-TOMA-2L,20748,2020-04-09,2020-04-10,2020-04-17,108.36,3,36.12
GO69211,BV-PC-GREE-FAMILY,27562,2023-05-17,2023-05-23,2023-05-30,198.56,2,99.28
GO69212,FR-CL-ICEC-500G,11307,2026-04-27,2026-04-29,2026-05-03,106.08,2,53.04
GO69213,PN-CH-BAKE-2L,11852,2021-10-24,2021-10-30,2021-11-06,12.84,1,12.84
GO69214,PR-CL-SPIN-250G,12353,2023-11-13,2023-11-15,2023-11-25,16.85,5,3.37
GO69215,PR-FO-BROC-2L,13313,2023-04-24,2023-04-29,2023-05-01,252.72,6,42.12
GO69216,HB-GR-TOOT-XL,28718,2023-03-11,2023-03-18,2023-03-23,202.6,2,101.3
GO69217,HB-GR-PAIN-1KG,18033,2025-02-19,2025-02-24,2025-02-28,65.11,1,65.11
GO69218,FR-DR-FROZ-1L,18364,2025-03-20,2025-03-27,2025-04-01,104.0,10,10.4
GO69219,SN-FO-POTA-1KG,13250,2025-07-11,2025-07-12,2025-07-25,330.8,10,33.08
GO69220,HH-GR-LAUN-EA,17621,2020-12-28,2021-01-03,2021-01-02,24.64,1,24.64
GO69221,HB-CL-PAIN-12PK,11738,2021-03-27,2021-04-02,2021-04-06,141.46,2,70.73
GO69222,PR-CL-TOMA-2L,15582,2022-01-10,2022-01-15,2022-01-19,489.72,6,81.62
GO69223,HH-CH-SURF-EA,25061,2020-12-23,2020-12-24,2021-01-02,387.48,4,96.87
GO69224,BK-CL-BAGE-500G,23873,2023-10-27,2023-10-31,2023-11-01,0.87,1,0.87
GO69225,PR-PC-ORAN-XL,24104,2022-06-19,2022-06-23,2022-07-02,196.2,2,98.1
GO69226,BK-CH-WHIT-12PK,27852,2022-08-16,2022-08-17,2022-08-30,84.94,2,42.47
GO69227,PR-DR-BANA-XL,27840,2025-02-23,2025-02-27,2025-03-03,102.36,3,34.12
GO69228,BK-FO-CROI-EA,26230,2020-11-26,2020-11-28,2020-12-02,103.77,3,34.59
GO69229,DA-GR-CHED-12PK,26610,2025-06-26,2025-06-29,2025-07-08,12.68,4,3.17
GO69230,BV-CL-SPRI-12PK,23291,2023-03-27,2023-03-30,2023-04-09,86.1,3,28.7
GO69231,SN-DR-CHOC-XL,17664,2025-01-26,2025-02-01,2025-02-03,9.32,1,9.32
GO69232,BV-DR-SPAR-1L,12033,2021-09-21,2021-09-24,2021-09-27,378.15,3,126.05
GO69233,HH-CL-BINB-FAMILY,12821,2024-11-18,2024-11-23,2024-11-30,122.1,2,61.05
GO69234,MT-GR-LAMB-6PK,17557,2022-04-10,2022-04-15,2022-04-19,182.0,10,18.2
GO69235,DA-FO-SOUR-250G,19629,2024-02-04,2024-02-06,2024-02-15,55.66,2,27.83
GO69236,BV-CH-SPAR-2L,26563,2023-04-11,2023-04-18,2023-04-23,330.4,4,82.6
GO69237,FR-GR-FISH-12PK,15324,2023-09-24,2023-09-25,2023-10-07,156.68,4,39.17
GO69238,PR-FO-SPIN-2L,21276,2022-05-07,2022-05-13,2022-05-21,373.7,5,74.74
GO69239,HH-CL-SURF-XL,15636,2024-07-13,2024-07-18,2024-07-23,1.56,2,0.78
GO69240,HH-GR-LAUN-FAMILY,18126,2025-01-27,2025-01-28,2025-02-03,287.07,3,95.69
GO69241,DA-FO-CREA-EA,14263,2026-01-16,2026-01-17,2026-01-29,110.14,2,55.07
GO69242,DA-FO-WHOL-1L,11438,2023-07-01,2023-07-08,2023-07-10,81.04,1,81.04
GO69243,SN-FO-POTA-1KG,23867,2020-10-05,2020-10-08,2020-10-19,33.58,1,33.58
GO69244,MT-GR-LAMB-6PK,15001,2020-06-28,2020-07-02,2020-07-12,107.4,6,17.9
GO69245,HB-CL-PAIN-12PK,17224,2021-09-23,2021-09-29,2021-10-07,72.33,1,72.33
GO69246,BV-CH-SPRI-2L,19708,2024-03-23,2024-03-29,2024-04-06,19.03,1,19.03
GO69247,BK-FO-BAGE-6PK,18955,2024-03-08,2024-03-09,2024-03-13,101.73,3,33.91
GO69248,SN-DR-POTA-EA,25912,2021-05-26,2021-05-27,2021-06-02,530.24,4,132.56
GO69249,BK-CH-CROI-1L,24002,2021-06-23,2021-06-28,2021-06-28,498.84,12,41.57
GO69250,SN-PC-COOK-FAMILY,17513,2026-02-05,2026-02-11,2026-02-16,193.2,12,16.1
GO69251,HH-CL-DISH-1KG,26435,2020-12-18,2020-12-21,2020-12-25,93.91,1,93.91
GO69252,DA-FO-CREA-1KG,21700,2025-10-15,2025-10-19,2025-10-29,17.31,3,5.77
GO69253,FR-GR-FROZ-EA,20619,2023-07-06,2023-07-12,2023-07-15,3.2,2,1.6
GO69254,PN-CL-SPAG-1KG,23261,2026-04-01,2026-04-08,2026-04-07,55.37,1,55.37
GO69255,SN-CH-COOK-250G,13889,2021-07-29,2021-08-04,2021-08-07,63.2,2,31.6
GO69256,MT-GR-LAMB-6PK,23061,2023-01-07,2023-01-12,2023-01-18,101.35,5,20.27
GO69257,BV-FO-GREE-EA,20774,2021-08-05,2021-08-06,2021-08-11,38.5,1,38.5
GO69258,SN-FO-MUES-XL,14385,2020-02-12,2020-02-16,2020-02-22,318.3,6,53.05
GO69259,BK-CH-BURG-1L,22378,2020-11-25,2020-11-30,2020-12-04,36.22,1,36.22
GO69260,PR-CL-SPIN-250G,24713,2025-06-02,2025-06-04,2025-06-12,3.19,1,3.19
GO69261,HH-DR-DISH-1L,17164,2020-10-03,2020-10-05,2020-10-09,2.7,3,0.9
GO69262,BK-FO-BAGE-1L,19548,2024-06-24,2024-07-01,2024-06-29,88.02,3,29.34
GO69263,HB-GR-HAND-EA,19168,2023-05-31,2023-06-07,2023-06-09,146.91,3,48.97
GO69264,HH-PC-LAUN-250G,22564,2025-09-27,2025-10-03,2025-10-08,71.48,2,35.74
GO69265,HH-PC-BINB-1L,12850,2025-12-07,2025-12-14,2025-12-16,115.88,1,115.88
GO69266,MT-DR-LAMB-500G,17215,2021-09-27,2021-10-01,2021-10-08,34.15,1,34.15
GO69267,HH-CL-DISH-1KG,14812,2023-01-28,2023-01-30,2023-02-07,212.58,3,70.86
GO69268,HB-PC-SHAM-2L,11178,2022-07-25,2022-08-01,2022-08-01,91.11,1,91.11
GO69269,SN-CH-CHOC-1L,13322,2022-04-02,2022-04-06,2022-04-09,191.25,3,63.75
GO69270,DA-PC-BUTT-XL,14615,2025-05-14,2025-05-18,2025-05-24,225.36,6,37.56
GO69271,HB-DR-HAND-12PK,16977,2021-10-06,2021-10-10,2021-10-15,36.36,2,18.18
GO69272,SN-DR-MIXE-EA,19169,2022-05-21,2022-05-24,2022-05-29,257.26,2,128.63
GO69273,HH-PC-SURF-6PK,12140,2023-11-23,2023-11-30,2023-12-02,129.84,3,43.28
GO69274,MT-GR-BEEF-XL,20758,2021-09-23,2021-09-28,2021-09-28,112.01,1,112.01
GO69275,FR-CL-ICEC-500G,16709,2021-04-25,2021-04-28,2021-05-07,235.72,4,58.93
GO69276,DA-CH-WHOL-6PK,28160,2025-10-24,2025-10-25,2025-11-02,74.42,1,74.42
GO69277,BV-GR-ORAN-2L,13471,2026-03-15,2026-03-22,2026-03-25,216.9,3,72.3
GO69278,HH-DR-SURF-1KG,21357,2024-06-03,2024-06-04,2024-06-14,178.05,3,59.35
GO69279,FR-CL-FROZ-EA,11874,2020-10-01,2020-10-06,2020-10-15,103.08,2,51.54
GO69280,BV-CL-SPRI-12PK,23786,2023-04-22,2023-04-25,2023-05-03,50.94,2,25.47
GO69281,FR-DR-FISH-12PK,27517,2024-12-05,2024-12-08,2024-12-17,87.48,4,21.87
GO69282,PN-FO-OLIV-XL,13318,2022-11-16,2022-11-18,2022-11-22,109.8,2,54.9
GO69283,SN-FO-MUES-XL,18370,2020-05-25,2020-05-29,2020-06-05,59.36,1,59.36
GO69284,BK-CL-BAGE-500G,12165,2025-11-25,2025-11-27,2025-12-04,7.32,6,1.22
GO69285,HB-DR-HAND-12PK,16910,2020-10-13,2020-10-19,2020-10-18,120.05,5,24.01
GO69286,PR-CH-BROC-12PK,11926,2020-04-17,2020-04-23,2020-04-28,48.12,1,48.12
GO69287,BV-CL-SPRI-6PK,22354,2021-02-18,2021-02-22,2021-03-04,207.52,2,103.76
GO69288,BV-FO-ORAN-FAMILY,14676,2021-04-05,2021-04-12,2021-04-11,341.88,4,85.47
GO69289,BV-GR-ENER-6PK,22478,2023-11-10,2023-11-14,2023-11-15,228.3,3,76.1
GO69290,PN-CL-BASM-1KG,24451,2025-01-09,2025-01-12,2025-01-19,373.88,4,93.47
GO69291,MT-FO-LAMB-12PK,20669,2022-04-08,2022-04-10,2022-04-18,190.4,5,38.08
GO69292,PN-CL-BASM-1KG,17210,2020-03-18,2020-03-21,2020-03-27,89.52,1,89.52
GO69293,DA-CL-CREA-12PK,17156,2022-06-24,2022-06-27,2022-07-04,29.68,4,7.42
GO69294,BK-PC-CROI-EA,19050,2022-09-25,2022-10-01,2022-10-04,38.21,1,38.21
GO69295,BK-FO-BAGE-6PK,20388,2022-11-04,2022-11-07,2022-11-10,71.12,2,35.56
GO69296,FR-PC-FROZ-250G,16374,2026-03-15,2026-03-20,2026-03-29,383.75,5,76.75
GO69297,SN-CH-CHOC-1L,25929,2022-10-23,2022-10-26,2022-11-05,75.86,1,75.86
GO69298,PN-FO-TOMA-2L,14075,2022-02-06,2022-02-09,2022-02-13,93.15,3,31.05
GO69299,SN-CH-CHOC-1L,24289,2025-01-31,2025-02-07,2025-02-13,809.2,10,80.92
GO69300,BV-DR-INST-12PK,16057,2022-01-09,2022-01-13,2022-01-21,236.42,2,118.21
GO69301,PR-FO-AVOC-EA,17336,2026-01-20,2026-01-26,2026-02-02,55.53,1,55.53
GO69302,BK-CH-MUFF-500G,13357,2026-03-22,2026-03-29,2026-03-27,38.12,1,38.12
GO69303,DA-FO-SOUR-250G,12235,2022-10-24,2022-10-25,2022-10-29,39.4,1,39.4
GO69304,FR-CH-ICEC-XL,13047,2021-04-18,2021-04-23,2021-04-24,46.07,1,46.07
GO69305,SN-DR-CHOC-EA,21376,2022-04-18,2022-04-19,2022-05-01,42.82,1,42.82
GO69306,BK-FO-BURG-1KG,21843,2021-01-22,2021-01-29,2021-01-30,18.94,2,9.47
GO69307,MT-CH-CHIC-250G,23878,2024-11-14,2024-11-20,2024-11-24,121.66,1,121.66
GO69308,HB-GR-HAND-6PK,25887,2023-10-22,2023-10-27,2023-10-31,2.7,1,2.7
GO69309,HH-CL-LAUN-EA,11016,2026-01-13,2026-01-18,2026-01-22,329.84,4,82.46
GO69310,SN-DR-CHOC-XL,20914,2020-04-14,2020-04-18,2020-04-20,19.48,2,9.74
GO69311,HH-PC-BINB-6PK,20794,2023-10-02,2023-10-06,2023-10-14,228.36,4,57.09
GO69312,DA-CL-CREA-12PK,25637,2021-01-22,2021-01-27,2021-02-04,326.9,10,32.69
GO69313,HB-DR-HAND-250G,16226,2020-04-07,2020-04-09,2020-04-13,36.19,1,36.19
GO69314,HB-FO-PAIN-XL,21990,2022-04-25,2022-04-28,2022-05-09,63.18,3,21.06
GO69315,HH-GR-LAUN-EA,27839,2021-02-05,2021-02-11,2021-02-13,69.09,3,23.03
GO69316,DA-GR-CHED-12PK,17047,2023-12-04,2023-12-10,2023-12-11,20.95,5,4.19
GO69317,PR-CH-ORAN-1L,16622,2021-03-09,2021-03-15,2021-03-20,21.93,3,7.31
GO69318,BV-PC-GREE-EA,15743,2025-02-18,2025-02-25,2025-02-28,2.26,2,1.13
GO69319,BK-CH-CROI-500G,14240,2021-04-17,2021-04-18,2021-04-29,83.68,2,41.84
GO69320,DA-CH-GREE-2L,14293,2025-05-14,2025-05-16,2025-05-27,103.85,1,103.85
GO69321,BK-PC-BAGE-XL,19743,2025-08-01,2025-08-04,2025-08-10,146.8,5,29.36
GO69322,PR-PC-ORAN-250G,16786,2023-12-13,2023-12-18,2023-12-22,598.8,12,49.9
GO69323,DA-CH-GREE-2L,16913,2023-02-09,2023-02-14,2023-02-22,87.19,1,87.19
GO69324,HB-GR-NAPP-XL,25865,2020-08-27,2020-09-03,2020-09-01,188.62,2,94.31
GO69325,FR-GR-FROZ-6PK,26006,2023-06-06,2023-06-10,2023-06-14,225.21,3,75.07
GO69326,BK-PC-CROI-EA,12757,2021-10-10,2021-10-11,2021-10-22,38.16,1,38.16
GO69327,SN-CH-CRAC-XL,20020,2025-11-15,2025-11-18,2025-11-27,344.82,3,114.94
GO69328,BK-PC-BAGE-1L,16492,2021-12-31,2022-01-05,2022-01-07,464.56,4,116.14
GO69329,DA-CH-CREA-12PK,23837,2024-03-24,2024-03-27,2024-04-05,107.28,12,8.94
GO69330,DA-CH-WHOL-6PK,28644,2021-05-18,2021-05-19,2021-05-28,692.8,10,69.28
GO69331,BK-CL-BURG-6PK,23584,2025-12-18,2025-12-19,2025-12-25,72.99,3,24.33
GO69332,HB-GR-BODY-1L,28589,2023-07-25,2023-07-28,2023-08-01,62.64,1,62.64
GO69333,DA-FO-WHOL-1L,14304,2022-01-16,2022-01-21,2022-01-29,172.04,2,86.02
GO69334,BV-FO-ORAN-1L,21462,2025-12-25,2025-12-28,2026-01-08,99.63,3,33.21
GO69335,HH-CL-SURF-FAMILY,21193,2026-03-09,2026-03-14,2026-03-18,351.92,4,87.98
GO69336,DA-GR-SOUR-12PK,12259,2021-06-29,2021-06-30,2021-07-05,132.4,2,66.2
GO69337,DA-FO-SOUR-250G,29308,2022-02-23,2022-02-25,2022-03-03,192.45,5,38.49
GO69338,HH-CL-DISH-1KG,26479,2023-09-01,2023-09-06,2023-09-07,94.52,1,94.52
GO69339,BV-CL-COLA-1L,25260,2024-09-07,2024-09-09,2024-09-20,103.76,1,103.76
GO69340,MT-PC-PORK-2L,25710,2023-03-26,2023-04-01,2023-04-06,66.52,2,33.26
GO69341,SN-DR-MUES-1KG,26629,2024-01-28,2024-01-30,2024-02-09,26.31,1,26.31
GO69342,DA-CH-GREE-2L,26331,2020-01-11,2020-01-17,2020-01-16,263.13,3,87.71
GO69343,SN-PC-COOK-1KG,20329,2024-03-18,2024-03-21,2024-03-26,112.75,1,112.75
GO69344,HH-CH-TOIL-2L,26050,2025-08-05,2025-08-09,2025-08-11,104.68,2,52.34
GO69345,PN-CH-OLIV-FAMILY,12922,2024-05-18,2024-05-21,2024-05-23,4.66,2,2.33
GO69346,HH-GR-LAUN-EA,23234,2022-03-03,2022-03-05,2022-03-10,23.47,1,23.47
GO69347,HB-DR-PAIN-2L,24667,2024-04-13,2024-04-18,2024-04-24,117.44,2,58.72
GO69348,HH-CH-PAPE-500G,24979,2021-02-04,2021-02-07,2021-02-12,132.66,2,66.33
GO69349,MT-GR-LAMB-6PK,13822,2020-08-23,2020-08-28,2020-09-06,99.48,4,24.87
GO69350,BV-GR-ENER-250G,27991,2023-05-21,2023-05-24,2023-05-26,42.84,1,42.84
GO69351,PN-CH-BAKE-2L,26361,2022-09-10,2022-09-15,2022-09-19,80.25,5,16.05
GO69352,FR-GR-FISH-XL,28651,2022-04-08,2022-04-12,2022-04-16,5.4,1,5.4
GO69353,BK-FO-BURG-12PK,20565,2021-01-01,2021-01-03,2021-01-14,178.74,2,89.37
